ID,UserID,strDate,NameDevices,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,AngleX,AngleY,AngleZ,MagX,MagY,MagZ
91349,20237071,14:38:44.724,WTP2Right(DA:60:79:91:04:9A),0.173,0.977,0.084,9.644,-11.414,-50.415,104.139,-20.841,-12.997,-327,-30466,-376
91350,20237071,14:38:49.340,WTP2Right(DA:60:79:91:04:9A),0.054,0.981,-0.111,16.357,2.563,4.578,96.685,-0.011,-86.177,-309,-30722,-377
91351,20237071,14:38:49.360,WTP2Left(FD:AC:6A:AA:60:D2),-0.110,1.099,-0.020,-5.859,-12.817,54.504,91.637,-1.324,114.329,648,-18942,-586
91352,20237071,14:38:49.372,WTP2Right(DA:60:79:91:04:9A),0.022,0.973,-0.108,17.395,6.714,4.150,97.015,-0.148,-85.952,-313,-29954,-374
91353,20237071,14:38:49.401,WTP2Right(DA:60:79:91:04:9A),0.068,0.970,-0.096,18.188,7.813,6.287,97.355,-0.291,-85.666,-313,-29954,-374
91354,20237071,14:38:49.406,WTP2Left(FD:AC:6A:AA:60:D2),-0.385,1.193,-0.133,-3.052,8.301,80.566,91.511,-3.911,114.873,648,-18942,-586
91355,20237071,14:38:49.433,WTP2Left(FD:AC:6A:AA:60:D2),-0.166,1.416,-0.136,-1.587,12.695,94.727,91.445,-5.521,115.450,623,-19198,-587
91356,20237071,14:38:49.436,WTP2Right(DA:60:79:91:04:9A),0.056,1.001,-0.143,16.174,-4.761,3.601,98.026,-0.582,-85.309,-313,-29954,-374
91357,20237071,14:38:49.455,WTP2Left(FD:AC:6A:AA:60:D2),-0.319,1.628,-0.014,-12.207,15.747,119.385,91.181,-7.619,116.071,623,-19198,-587
91358,20237071,14:38:49.461,WTP2Right(DA:60:79:91:04:9A),0.057,0.996,-0.159,12.512,-7.324,1.770,98.339,-0.665,-85.248,-313,-29954,-374
91359,20237071,14:38:49.482,WTP2Left(FD:AC:6A:AA:60:D2),-0.333,1.560,0.053,-27.710,22.278,149.048,90.555,-10.245,116.840,623,-19198,-587
91360,20237071,14:38:49.507,WTP2Right(DA:60:79:91:04:9A),0.050,0.976,-0.119,10.864,-12.024,-0.793,98.789,-0.692,-85.281,-313,-29954,-374
91361,20237071,14:38:49.514,WTP2Left(FD:AC:6A:AA:60:D2),-0.395,1.500,0.095,-35.767,10.010,164.612,89.698,-13.195,117.521,623,-19198,-587
91362,20237071,14:38:49.534,WTP2Right(DA:60:79:91:04:9A),0.078,0.982,-0.131,10.681,-9.277,0.061,98.586,-0.692,-85.237,-313,-29954,-374
91363,20237071,14:38:49.539,WTP2Left(FD:AC:6A:AA:60:D2),0.036,1.358,0.030,-35.156,-43.823,161.743,89.017,-16.111,117.378,623,-19198,-587
91364,20237071,14:38:49.553,WTP2Right(DA:60:79:91:04:9A),0.060,1.011,-0.129,9.766,-10.559,-3.235,98.987,-0.665,-85.364,-313,-29954,-374
91365,20237071,14:38:49.564,WTP2Left(FD:AC:6A:AA:60:D2),0.388,1.102,-0.006,-23.254,-80.994,149.292,88.874,-18.951,116.307,623,-19198,-587
91366,20237071,14:38:49.573,WTP2Right(DA:60:79:91:04:9A),0.058,1.013,-0.159,6.104,-10.010,-7.385,99.152,-0.588,-85.402,-313,-29954,-374
91367,20237071,14:38:49.584,WTP2Left(FD:AC:6A:AA:60:D2),0.114,1.054,-0.308,-10.254,-115.234,126.404,89.522,-21.544,114.280,623,-19198,-587
91368,20237071,14:38:49.600,WTP2Right(DA:60:79:91:04:9A),0.070,0.995,-0.160,0.610,-12.024,-11.230,99.250,-0.423,-85.419,-313,-29954,-374
91369,20237071,14:38:49.604,WTP2Left(FD:AC:6A:AA:60:D2),-0.145,0.805,-0.256,-5.005,-92.163,101.990,90.396,-23.533,112.363,623,-19198,-587
91370,20237071,14:38:49.617,WTP2Right(DA:60:79:91:04:9A),0.035,0.983,-0.133,-2.625,-15.198,-15.686,99.245,-0.181,-85.468,-313,-29954,-374
91371,20237071,14:38:49.628,WTP2Left(FD:AC:6A:AA:60:D2),-0.263,0.487,-0.084,-3.113,-49.561,62.256,90.840,-24.543,111.489,623,-19198,-587
91372,20237071,14:38:49.634,WTP2Right(DA:60:79:91:04:9A),0.016,0.984,-0.129,-2.808,-17.334,-22.949,99.108,0.582,-85.649,-316,-27138,-363
91373,20237071,14:38:49.646,WTP2Left(FD:AC:6A:AA:60:D2),-0.269,0.361,-0.036,-4.639,-22.400,21.484,90.725,-24.593,111.588,623,-19198,-587
91374,20237071,14:38:49.651,WTP2Right(DA:60:79:91:04:9A),0.023,0.991,-0.155,-5.737,-19.287,-25.208,99.020,1.071,-85.776,-316,-27138,-363
91375,20237071,14:38:49.663,WTP2Left(FD:AC:6A:AA:60:D2),-0.512,0.396,-0.042,-7.690,-11.414,-15.259,90.368,-23.868,112.066,623,-19198,-587
91376,20237071,14:38:49.676,WTP2Right(DA:60:79:91:04:9A),0.039,0.996,-0.131,-7.690,-18.616,-27.649,98.888,1.609,-85.919,-316,-27138,-363
91377,20237071,14:38:49.687,WTP2Left(FD:AC:6A:AA:60:D2),-0.452,0.443,0.029,-12.756,-2.808,-55.603,89.681,-22.341,112.830,623,-19198,-587
91378,20237071,14:38:49.704,WTP2Right(DA:60:79:91:04:9A),0.060,1.012,-0.114,-7.263,-16.907,-30.762,98.712,2.186,-86.039,-316,-27138,-363
91379,20237071,14:38:49.722,WTP2Left(FD:AC:6A:AA:60:D2),-0.304,0.492,0.053,-15.625,-15.198,-84.351,88.989,-20.215,113.379,623,-19198,-587
91380,20237071,14:38:49.731,WTP2Right(DA:60:79:91:04:9A),0.037,1.041,-0.153,-9.949,-19.836,-41.199,98.531,2.834,-86.138,-316,-27138,-363
91381,20237071,14:38:49.750,WTP2Left(FD:AC:6A:AA:60:D2),-0.331,0.611,0.041,-16.846,-13.611,-112.244,88.456,-17.628,113.714,623,-19198,-587
91382,20237071,14:38:49.761,WTP2Right(DA:60:79:91:04:9A),0.037,1.049,-0.174,-10.803,-18.494,-49.866,98.322,3.675,-86.210,-316,-27138,-363
91383,20237071,14:38:49.770,WTP2Left(FD:AC:6A:AA:60:D2),-0.339,0.735,0.044,-16.479,-5.249,-138.062,87.962,-14.579,114.088,623,-19198,-587
91384,20237071,14:38:49.784,WTP2Right(DA:60:79:91:04:9A),-0.003,1.049,-0.174,-10.803,-18.494,-49.866,98.119,4.642,-86.243,-316,-27138,-363
91385,20237071,14:38:49.797,WTP2Left(FD:AC:6A:AA:60:D2),-0.289,0.894,0.066,-14.160,-2.136,-159.058,87.512,-11.239,114.456,623,-19198,-587
91386,20237071,14:38:49.813,WTP2Right(DA:60:79:91:04:9A),-0.075,1.038,-0.178,-8.728,-17.273,-52.246,97.954,5.669,-86.243,-316,-27138,-363
91387,20237071,14:38:49.826,WTP2Left(FD:AC:6A:AA:60:D2),-0.258,1.051,0.104,-12.390,5.554,-175.598,87.122,-7.608,114.840,623,-19198,-587
91388,20237071,14:38:49.836,WTP2Right(DA:60:79:91:04:9A),-0.033,1.024,-0.123,-7.874,-14.587,-52.795,97.773,6.729,-86.248,-316,-27138,-363
91389,20237071,14:38:49.841,WTP2Left(FD:AC:6A:AA:60:D2),-0.252,1.160,0.097,-10.315,13.000,-188.477,86.797,-3.752,115.285,623,-19198,-587
91390,20237071,14:38:49.877,WTP2Right(DA:60:79:91:04:9A),-0.017,1.072,-0.065,-8.972,-12.207,-51.941,97.537,7.718,-86.237,-316,-27138,-363
91391,20237071,14:38:49.889,WTP2Left(FD:AC:6A:AA:60:D2),-0.208,1.233,0.091,-8.484,17.456,-196.411,86.545,0.247,115.785,623,-19198,-587
91392,20237071,14:38:49.891,WTP2Right(DA:60:79:91:04:9A),-0.049,1.083,-0.016,-7.935,-3.235,-55.237,97.311,8.729,-86.083,-316,-27138,-363
91393,20237071,14:38:49.898,WTP2Left(FD:AC:6A:AA:60:D2),-0.145,1.314,0.104,-8.911,19.226,-200.317,86.342,4.318,116.290,623,-19198,-587
91394,20237071,14:38:49.903,WTP2Right(DA:60:79:91:04:9A),-0.070,1.107,-0.029,-10.071,2.808,-65.369,97.086,9.932,-85.781,-316,-27138,-363
91395,20237071,14:38:49.913,WTP2Left(FD:AC:6A:AA:60:D2),-0.091,1.406,0.077,-9.949,17.944,-201.294,86.166,8.355,116.752,623,-19198,-587
91396,20237071,14:38:49.922,WTP2Right(DA:60:79:91:04:9A),-0.077,1.120,-0.051,-14.282,5.188,-78.125,96.806,11.376,-85.391,-316,-27138,-363
