ID,UserID,strDate,NameDevices,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,AngleX,AngleY,AngleZ,MagX,MagY,MagZ
262457,20228860,19:01:28.796,WTP2Right(DA:60:79:91:04:9A),0.620,0.496,-0.274,-33.691,65.125,91.309,97.169,48.214,-35.799,-358,18942,-439
262458,20228860,19:01:36.120,WTP2Left(FD:AC:6A:AA:60:D2),-0.092,0.996,-0.021,0.488,0.000,-0.183,90.681,5.394,149.936,649,-31486,-635
262459,20228860,19:01:36.123,WTP2Right(DA:60:79:91:04:9A),0.136,0.980,-0.014,-2.136,-4.761,1.343,90.956,-8.163,-65.923,-305,31486,-390
262460,20228860,19:01:36.150,WTP2Left(FD:AC:6A:AA:60:D2),-0.093,0.994,-0.018,0.366,-0.061,0.122,90.692,5.394,149.837,649,-31486,-635
262461,20228860,19:01:36.161,WTP2Right(DA:60:79:91:04:9A),0.139,0.976,-0.011,-1.709,-3.296,1.282,90.928,-8.185,-66.044,-305,31486,-390
262462,20228860,19:01:36.171,WTP2Left(FD:AC:6A:AA:60:D2),-0.094,0.994,-0.015,1.099,-0.793,-0.427,90.731,5.405,149.623,649,-31486,-635
262463,20228860,19:01:36.181,WTP2Right(DA:60:79:91:04:9A),0.134,0.978,-0.010,-1.404,-1.465,1.038,90.901,-8.201,-66.127,-305,31486,-390
262464,20228860,19:01:36.200,WTP2Left(FD:AC:6A:AA:60:D2),-0.093,0.995,-0.020,1.099,-0.916,-0.732,90.753,5.416,149.513,649,-32254,-638
262465,20228860,19:01:36.211,WTP2Right(DA:60:79:91:04:9A),0.133,0.978,-0.012,-1.038,-0.366,0.916,90.879,-8.218,-66.182,-305,31486,-390
262466,20228860,19:01:36.225,WTP2Left(FD:AC:6A:AA:60:D2),-0.093,0.993,-0.018,1.587,-2.075,-0.793,90.786,5.433,149.381,649,-32254,-638
262467,20228860,19:01:36.234,WTP2Right(DA:60:79:91:04:9A),0.136,0.977,-0.011,-0.793,0.000,1.099,90.857,-8.229,-66.226,-305,31486,-390
262468,20228860,19:01:36.246,WTP2Left(FD:AC:6A:AA:60:D2),-0.094,0.992,-0.018,2.319,-2.930,-1.343,90.829,5.460,149.233,649,-32254,-638
262469,20228860,19:01:36.256,WTP2Right(DA:60:79:91:04:9A),0.135,0.979,-0.010,-0.671,0.122,1.282,90.840,-8.251,-66.270,-305,31486,-390
262470,20228860,19:01:36.262,WTP2Left(FD:AC:6A:AA:60:D2),-0.092,0.995,-0.020,1.831,-1.892,-1.526,90.868,5.493,149.106,649,-32254,-638
262471,20228860,19:01:36.273,WTP2Right(DA:60:79:91:04:9A),0.137,0.979,-0.008,-0.427,0.366,1.343,90.824,-8.273,-66.308,-305,31486,-390
262472,20228860,19:01:36.281,WTP2Left(FD:AC:6A:AA:60:D2),-0.087,0.992,-0.019,2.747,-3.052,-2.502,90.917,5.537,148.958,649,-32254,-638
262473,20228860,19:01:36.291,WTP2Right(DA:60:79:91:04:9A),0.132,0.979,-0.007,-0.305,0.854,1.587,90.813,-8.300,-66.335,-305,31486,-390
262474,20228860,19:01:36.302,WTP2Left(FD:AC:6A:AA:60:D2),-0.102,0.993,-0.020,3.235,-2.319,-4.150,90.978,5.609,148.821,649,-32254,-638
