ID,UserID,strDate,NameDevices,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,AngleX,AngleY,AngleZ,MagX,MagY,MagZ
28,20214063,13:59:54.089,WTP2Left(FD:AC:6A:AA:60:D2),-0.083,0.999,0.083,-0.122,1.831,-0.916,84.265,4.664,142.921,null,null,null
29,20214063,14:06:10.563,WTP2Left(FD:AC:6A:AA:60:D2),-0.009,0.992,0.017,-0.366,-4.028,4.028,88.154,-0.049,140.394,652,-30718,-632
30,20214063,14:06:10.568,WTP2Right(DA:60:79:91:04:9A),-0.099,0.972,-0.052,2.014,-9.338,0.671,92.444,4.982,-74.174,-275,-31746,-381
31,20214063,14:06:10.576,WTP2Left(FD:AC:6A:AA:60:D2),-0.044,0.992,0.003,0.305,-5.249,5.127,88.165,-0.137,140.301,652,-30718,-632
32,20214063,14:06:10.583,WTP2Left(FD:AC:6A:AA:60:D2),-0.047,1.000,-0.003,2.930,-13.428,6.409,88.220,-0.242,140.114,652,-30718,-632
33,20214063,14:06:10.613,WTP2Left(FD:AC:6A:AA:60:D2),-0.053,1.003,-0.003,3.601,-29.541,10.193,88.314,-0.385,139.702,650,-30462,-631
34,20214063,14:06:10.620,WTP2Right(DA:60:79:91:04:9A),-0.063,0.965,-0.022,1.404,-9.766,0.427,92.450,4.993,-74.383,-275,-31746,-381
35,20214063,14:06:10.628,WTP2Left(FD:AC:6A:AA:60:D2),0.043,1.025,-0.010,1.221,-56.091,14.648,88.391,-0.615,138.873,650,-30462,-631
36,20214063,14:06:10.632,WTP2Right(DA:60:79:91:04:9A),-0.091,0.991,-0.062,0.427,-10.437,-0.793,92.428,5.015,-74.833,-275,-31746,-381
37,20214063,14:06:10.645,WTP2Right(DA:60:79:91:04:9A),-0.081,0.972,-0.027,0.549,-12.451,-0.061,92.433,5.004,-74.630,-275,-31746,-381
38,20214063,14:06:10.645,WTP2Left(FD:AC:6A:AA:60:D2),-0.019,0.997,0.023,-2.869,-42.236,21.118,88.401,-0.989,137.917,650,-30462,-631
39,20214063,14:06:10.650,WTP2Right(DA:60:79:91:04:9A),-0.067,0.967,-0.051,-0.305,-7.935,-1.709,92.422,5.048,-74.987,-275,-31746,-381
40,20214063,14:06:10.696,WTP2Right(DA:60:79:91:04:9A),-0.071,0.975,-0.091,-2.563,-6.531,-2.502,92.401,5.087,-75.081,-275,-31746,-381
41,20214063,14:06:10.704,WTP2Right(DA:60:79:91:04:9A),-0.115,0.997,-0.081,-3.540,-2.991,-2.258,92.357,5.125,-75.108,-275,-31746,-381
42,20214063,14:06:10.707,WTP2Right(DA:60:79:91:04:9A),-0.115,0.991,-0.057,-4.639,-1.587,-0.977,92.280,5.164,-75.125,-275,-31746,-381
43,20214063,14:06:10.725,WTP2Left(FD:AC:6A:AA:60:D2),0.032,1.003,0.006,-1.648,-20.996,27.771,88.380,-1.489,137.324,650,-30462,-631
44,20214063,14:06:10.729,WTP2Right(DA:60:79:91:04:9A),-0.090,0.987,-0.050,-5.798,-3.540,0.854,92.175,5.175,-75.174,-272,-31746,-381
45,20214063,14:06:10.732,WTP2Left(FD:AC:6A:AA:60:D2),0.088,1.009,0.020,-1.099,-13.977,30.945,88.369,-2.065,137.027,650,-30462,-631
46,20214063,14:06:10.744,WTP2Left(FD:AC:6A:AA:60:D2),0.064,0.996,0.035,-0.793,-3.235,30.273,88.358,-2.692,136.901,650,-30462,-631
47,20214063,14:06:10.748,WTP2Left(FD:AC:6A:AA:60:D2),0.061,0.964,0.054,0.488,2.258,26.184,88.347,-3.274,136.934,650,-30462,-631
48,20214063,14:06:10.753,WTP2Left(FD:AC:6A:AA:60:D2),0.072,0.962,0.093,4.517,-3.540,20.935,88.363,-3.752,136.972,650,-30462,-631
49,20214063,14:06:10.761,WTP2Left(FD:AC:6A:AA:60:D2),0.134,0.974,0.057,9.827,-7.141,13.245,88.478,-4.092,136.917,650,-30462,-631
50,20214063,14:06:10.762,WTP2Right(DA:60:79:91:04:9A),-0.059,1.014,-0.065,-7.874,-7.080,1.953,92.032,5.153,-75.273,-272,-31746,-381
51,20214063,14:06:10.791,WTP2Left(FD:AC:6A:AA:60:D2),0.096,1.003,0.044,11.963,-5.371,5.798,88.687,-4.307,136.829,650,-30462,-631
52,20214063,14:06:10.795,WTP2Right(DA:60:79:91:04:9A),-0.069,1.009,-0.024,-11.658,-4.211,-0.610,91.593,5.098,-75.509,-272,-31746,-381
53,20214063,14:06:10.807,WTP2Left(FD:AC:6A:AA:60:D2),0.099,1.005,0.035,13.428,-0.183,2.319,88.934,-4.417,136.796,650,-30462,-631
54,20214063,14:06:10.811,WTP2Right(DA:60:79:91:04:9A),-0.050,1.001,-0.053,-14.221,-4.883,-3.174,91.329,5.136,-75.569,-272,-31746,-381
55,20214063,14:06:10.823,WTP2Left(FD:AC:6A:AA:60:D2),0.126,1.003,-0.023,14.465,12.207,0.061,89.209,-4.449,136.939,626,-31486,-635
56,20214063,14:06:10.827,WTP2Right(DA:60:79:91:04:9A),-0.067,0.999,-0.053,-17.639,-2.991,-5.859,91.011,5.219,-75.591,-272,-31746,-381
57,20214063,14:06:10.859,WTP2Right(DA:60:79:91:04:9A),-0.098,0.993,-0.041,-20.325,0.977,-7.874,90.637,5.345,-75.553,-272,-31746,-381
58,20214063,14:06:10.876,WTP2Right(DA:60:79:91:04:9A),-0.099,0.966,0.013,-17.517,3.723,-9.155,89.923,5.691,-75.421,-272,-31746,-381
59,20214063,14:06:10.909,WTP2Right(DA:60:79:91:04:9A),-0.123,0.972,0.014,-16.907,5.066,-9.094,89.583,5.878,-75.339,-272,-31746,-381
60,20214063,14:06:10.925,WTP2Right(DA:60:79:91:04:9A),-0.129,0.971,0.021,-16.418,6.531,-8.301,89.258,6.059,-75.234,-267,-32514,-384
61,20214063,14:06:10.938,WTP2Left(FD:AC:6A:AA:60:D2),0.099,1.024,-0.021,11.353,15.320,-3.784,89.484,-4.449,137.208,626,-31486,-635
62,20214063,14:06:10.941,WTP2Right(DA:60:79:91:04:9A),-0.142,0.969,0.028,-17.212,7.202,-6.836,88.929,6.218,-75.119,-267,-32514,-384
63,20214063,14:06:10.946,WTP2Left(FD:AC:6A:AA:60:D2),0.081,0.974,0.003,10.315,10.254,-9.033,89.698,-4.373,137.494,626,-31486,-635
64,20214063,14:06:10.957,WTP2Right(DA:60:79:91:04:9A),-0.119,0.978,0.017,-20.020,7.202,-6.592,88.561,6.378,-74.993,-267,-32514,-384
65,20214063,14:06:10.953,WTP2Left(FD:AC:6A:AA:60:D2),0.088,0.947,0.019,12.939,4.761,-10.925,89.901,-4.197,137.681,626,-31486,-635
66,20214063,14:06:10.980,WTP2Left(FD:AC:6A:AA:60:D2),0.079,0.965,0.013,13.733,1.648,-12.817,90.148,-3.983,137.780,626,-31486,-635
67,20214063,14:06:10.983,WTP2Left(FD:AC:6A:AA:60:D2),0.082,0.985,-0.022,14.526,1.953,-13.367,90.417,-3.735,137.829,626,-31486,-635
68,20214063,14:06:10.989,WTP2Left(FD:AC:6A:AA:60:D2),0.044,0.977,-0.042,15.259,6.531,-12.878,90.720,-3.483,137.900,626,-31486,-635
69,20214063,14:06:10.991,WTP2Right(DA:60:79:91:04:9A),-0.044,0.981,-0.003,-21.545,7.202,-9.033,88.171,6.559,-74.855,-267,-32514,-384
70,20214063,14:06:10.994,WTP2Left(FD:AC:6A:AA:60:D2),0.038,0.979,-0.039,15.137,9.766,-11.475,91.033,-3.246,138.049,626,-31486,-635
71,20214063,14:06:10.999,WTP2Left(FD:AC:6A:AA:60:D2),0.016,0.979,-0.043,14.465,7.080,-9.949,91.335,-3.021,138.246,626,-31486,-635
72,20214063,14:06:11.003,WTP2Left(FD:AC:6A:AA:60:D2),0.054,0.991,-0.044,13.855,-8.545,-9.583,91.631,-2.813,138.323,626,-31486,-635
73,20214063,14:06:11.006,WTP2Right(DA:60:79:91:04:9A),0.005,1.003,-0.043,-23.071,9.399,-14.709,87.786,6.795,-74.630,-267,-32514,-384
74,20214063,14:06:11.022,WTP2Left(FD:AC:6A:AA:60:D2),-0.020,1.004,-0.014,12.512,-12.573,-9.155,91.912,-2.604,138.159,625,-32254,-638
75,20214063,14:06:11.026,WTP2Right(DA:60:79:91:04:9A),-0.011,1.057,-0.043,-24.597,22.461,-22.888,87.407,7.152,-74.185,-267,-32514,-384
76,20214063,14:06:11.039,WTP2Right(DA:60:79:91:04:9A),0.013,1.093,-0.004,-26.550,16.479,-37.903,86.979,7.767,-73.801,-267,-32514,-384
77,20214063,14:06:11.050,WTP2Left(FD:AC:6A:AA:60:D2),-0.023,1.012,-0.050,13.977,-8.118,-6.714,92.170,-2.417,137.955,625,-32254,-638
78,20214063,14:06:11.067,WTP2Left(FD:AC:6A:AA:60:D2),0.000,1.002,-0.080,15.381,-13.062,-4.639,92.472,-2.247,137.802,625,-32254,-638
