ID,UserID,strDate,NameDevices,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,AngleX,AngleY,AngleZ,MagX,MagY,MagZ
8712,20214063,14:07:57.169,WTP2Right(DA:60:79:91:04:9A),0.048,0.959,-0.037,6.348,-17.029,10.315,100.794,-2.576,-24.758,-178,16895,-447
8713,20214063,14:08:15.031,WTP2Right(DA:60:79:91:04:9A),-0.044,0.997,-0.048,4.211,-6.470,-0.793,92.972,3.208,-73.773,-288,-30722,-377
8714,20214063,14:08:15.045,WTP2Right(DA:60:79:91:04:9A),-0.052,0.993,-0.063,2.686,-2.991,-1.404,93.032,3.224,-73.845,-288,-30722,-377
8715,20214063,14:08:15.057,WTP2Left(FD:AC:6A:AA:60:D2),-0.004,1.030,-0.013,-0.061,-7.568,15.198,89.720,0.615,141.114,666,-28158,-622
8716,20214063,14:08:15.073,WTP2Left(FD:AC:6A:AA:60:D2),0.035,1.019,-0.011,-0.122,-9.766,13.428,89.731,0.346,140.916,666,-28158,-622
8717,20214063,14:08:15.078,WTP2Right(DA:60:79:91:04:9A),-0.052,0.989,-0.075,1.221,-2.014,-1.770,93.076,3.257,-73.872,-288,-30722,-377
8718,20214063,14:08:15.089,WTP2Left(FD:AC:6A:AA:60:D2),0.021,0.981,-0.006,0.122,-9.521,10.132,89.736,0.104,140.707,666,-28158,-622
8719,20214063,14:08:15.093,WTP2Right(DA:60:79:91:04:9A),-0.081,0.993,-0.070,0.610,-0.793,-1.465,93.104,3.285,-73.878,-288,-30722,-377
8720,20214063,14:08:15.105,WTP2Left(FD:AC:6A:AA:60:D2),0.023,0.986,-0.021,-0.427,-7.324,7.141,89.747,-0.066,140.526,666,-28158,-622
8721,20214063,14:08:15.109,WTP2Right(DA:60:79:91:04:9A),-0.064,0.980,-0.052,0.183,-2.930,-1.038,93.109,3.323,-73.927,-288,-30722,-377
8722,20214063,14:08:15.126,WTP2Right(DA:60:79:91:04:9A),-0.063,0.980,-0.040,-0.854,-4.761,-0.732,93.087,3.351,-74.020,-286,-30722,-377
8723,20214063,14:08:15.137,WTP2Left(FD:AC:6A:AA:60:D2),0.005,1.002,0.000,-0.305,-6.714,5.188,89.747,-0.192,140.378,659,-27902,-621
8724,20214063,14:08:15.154,WTP2Left(FD:AC:6A:AA:60:D2),-0.031,1.000,-0.005,1.160,-6.775,2.625,89.769,-0.264,140.235,659,-27902,-621
