ID,UserID,strDate,NameDevices,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,AngleX,AngleY,AngleZ,MagX,MagY,MagZ
18884,20227613,15:35:05.133,WTP2Right(DA:60:79:91:04:9A),0.016,0.984,-0.128,1.953,-3.174,-9.705,107.298,-4.417,-31.547,-249,3071,-501
18885,20227613,15:36:06.306,WTP2Right(DA:60:79:91:04:9A),-0.021,0.972,-0.145,-0.061,3.113,-2.502,97.960,1.038,-61.479,-251,-30721,-377
18886,20227613,15:36:06.311,WTP2Left(FD:AC:6A:AA:60:D2),0.023,0.993,-0.089,-2.563,4.395,-3.296,93.505,-2.384,137.087,659,-23550,-604
18887,20227613,15:36:06.319,WTP2Right(DA:60:79:91:04:9A),-0.017,0.977,-0.147,-0.671,-0.244,-2.075,97.960,1.082,-61.469,-251,-30721,-377
18888,20227613,15:36:06.326,WTP2Left(FD:AC:6A:AA:60:D2),0.031,0.993,-0.077,-2.930,3.235,-2.563,93.461,-2.329,137.181,659,-23550,-604
18889,20227613,15:36:06.341,WTP2Left(FD:AC:6A:AA:60:D2),0.019,0.999,-0.068,-3.418,1.953,-1.831,93.400,-2.285,137.252,659,-23550,-604
18890,20227613,15:36:06.348,WTP2Right(DA:60:79:91:04:9A),-0.026,0.975,-0.121,1.221,1.099,-2.808,97.960,1.176,-61.485,-251,-30721,-377
18891,20227613,15:36:06.372,WTP2Left(FD:AC:6A:AA:60:D2),0.039,0.994,-0.070,-3.235,1.038,-1.099,93.340,-2.247,137.307,659,-23550,-604
18892,20227613,15:36:06.379,WTP2Right(DA:60:79:91:04:9A),-0.027,0.976,-0.128,2.136,2.563,-2.686,97.993,1.225,-61.458,-251,-30721,-377
18893,20227613,15:36:06.382,WTP2Right(DA:60:79:91:04:9A),-0.027,0.971,-0.141,1.526,1.648,-2.258,98.031,1.269,-61.430,-251,-30721,-377
18894,20227613,15:36:06.386,WTP2Left(FD:AC:6A:AA:60:D2),0.042,0.998,-0.070,-3.113,-1.038,-0.610,93.285,-2.230,137.318,659,-23550,-604
18895,20227613,15:36:06.401,WTP2Left(FD:AC:6A:AA:60:D2),0.058,1.002,-0.076,-2.808,-2.563,-0.977,93.241,-2.208,137.291,659,-23550,-604
18896,20227613,15:36:06.410,WTP2Right(DA:60:79:91:04:9A),-0.037,0.967,-0.152,-0.244,1.770,-1.770,98.042,1.307,-61.392,-251,-30721,-377
18897,20227613,15:36:06.423,WTP2Right(DA:60:79:91:04:9A),-0.027,0.972,-0.131,0.610,1.465,-1.587,98.053,1.340,-61.370,-251,-30721,-377
18898,20227613,15:36:06.431,WTP2Left(FD:AC:6A:AA:60:D2),0.047,0.991,-0.072,-2.502,0.427,-3.113,93.203,-2.170,137.302,659,-23550,-604
18899,20227613,15:36:06.447,WTP2Left(FD:AC:6A:AA:60:D2),0.020,0.987,-0.066,-2.625,2.441,-4.517,93.159,-2.098,137.357,661,-24062,-606
18900,20227613,15:36:06.453,WTP2Right(DA:60:79:91:04:9A),-0.011,0.974,-0.129,1.770,-0.366,-1.404,98.069,1.373,-61.375,-251,-30721,-377
18901,20227613,15:36:06.461,WTP2Left(FD:AC:6A:AA:60:D2),0.017,0.991,-0.057,-2.563,2.563,-4.517,93.104,-2.005,137.439,661,-24062,-606
18902,20227613,15:36:06.468,WTP2Right(DA:60:79:91:04:9A),-0.026,0.980,-0.133,2.808,0.671,-1.831,98.108,1.401,-61.392,-249,-30465,-376
18903,20227613,15:36:06.492,WTP2Left(FD:AC:6A:AA:60:D2),0.019,0.999,-0.063,-2.441,0.977,-3.479,93.060,-1.917,137.494,661,-24062,-606
18904,20227613,15:36:06.499,WTP2Right(DA:60:79:91:04:9A),-0.027,0.977,-0.139,3.296,2.502,-2.380,98.168,1.434,-61.370,-249,-30465,-376
18905,20227613,15:36:06.505,WTP2Left(FD:AC:6A:AA:60:D2),0.035,1.000,-0.069,-2.808,-0.610,-2.502,93.016,-1.851,137.516,661,-24062,-606
18906,20227613,15:36:06.521,WTP2Left(FD:AC:6A:AA:60:D2),0.039,0.998,-0.076,-3.357,-1.160,-2.075,92.966,-1.807,137.516,661,-24062,-606
18907,20227613,15:36:06.545,WTP2Right(DA:60:79:91:04:9A),-0.021,0.970,-0.129,4.456,1.953,-2.991,98.317,1.533,-61.315,-249,-30465,-376
18908,20227613,15:36:06.552,WTP2Left(FD:AC:6A:AA:60:D2),0.018,0.995,-0.067,-4.028,-0.305,-2.258,92.906,-1.769,137.527,661,-24062,-606
